id,name,macroarea,latitude,longitude,iso639p3code,countries,is_isolate,family_id,family,status_code,status_label
fasu1242,Fasu,Papunesia,-6.62687,143.284,faa,PG,True,,,3.0,shifting
wash1253,Washo,,38.8184,-119.64,was,US,True,,,4.0,moribund
taua1242,Tauade,,-8.3486,147.094,ttd,PG,True,,,1.0,not endangered
puel1244,Puelche,,-42.223,-68.666,pue,AR,True,,,6.0,extinct
tuxa1239,Tuxá,,-8.953642,-38.2742287,tud,BR,True,,,6.0,extinct
beto1236,Betoi-Jirara,South America,7.223906,-71.420238,,VE,True,,,6.0,extinct
else1239,Elseng,,-3.00176,140.418,mrf,ID,True,,,3.0,shifting
ando1256,Andoque,South America,-0.53751,-72.0869,ano,CO,True,,,5.0,nearly extinct
pyuu1245,Pyu,,-4.45003,141.018,pby,ID;PG,True,,,3.0,shifting
moch1259,Mochica,,-8.01667,-79.0,omc,PE,True,,,6.0,extinct
atak1252,Atakapa,North America,30.9121,-93.0827,aqp,US,True,,,6.0,extinct
kwaz1243,Kwaza,,-11.6667,-61.1833,xwa,BR,True,,,4.0,moribund
cams1241,Camsá,,1.14537,-76.8931,kbh,CO,True,,,3.0,shifting
dibi1240,Dibiyaso,,-7.82096,142.779,dby,PG,True,,,3.0,shifting
sech1236,Sechuran,South America,-5.568969,-80.828247,,PE,True,,,6.0,extinct
kuna1268,Kunama,Africa,14.5879,37.5292,kun,ER;ET;SD,True,,,1.0,not endangered
yetf1238,Yetfa,,-4.05884,140.653,yet,ID;PG,True,,,3.0,shifting
kung1259,Kungarakany,,-12.7,130.881,ggk,AU,True,,,6.0,extinct
cand1248,Candoshi-Shapra,South America,-4.23835,-76.9347,cbu,PE,True,,,2.0,threatened
buru1296,Burushaski,Eurasia,36.2161,74.8236,bsk,IN;PK,True,,,3.0,shifting
cofa1242,Cofán,South America,0.276675,-77.0643,con,CO;EC,True,,,2.0,threatened
lule1238,Lule,,-25.221839,-61.887818,ule,AR,True,,,6.0,extinct
sulk1246,Sulka,,-5.03471,151.891,sua,PG,True,,,3.0,shifting
mose1249,Mosetén-Chimané,South America,-14.64448,-67.83756,cas,BO,True,,,2.0,threatened
tiwi1244,Tiwi,,-11.6308,130.949,tiw,AU,True,,,3.0,shifting
cani1243,Canichana,,-14.3058,-64.944455,caz,BO,True,,,6.0,extinct
kena1236,Kenaboi,,3.154162,102.01596,xbn,MY,True,,,6.0,extinct
oyst1235,Oyster Bay-Big River-Little Swanport,,-42.307378,147.50061,xpd,AU,True,,,6.0,extinct
sume1241,Sumerian,,31.3,45.6667,sux,IQ,True,,,6.0,extinct
yura1255,Yuracaré,South America,-16.7479,-65.1224,yuz,BO,True,,,3.0,shifting
lavu1241,Lavukaleve,,-9.05569,159.119,lvk,SB,True,,,3.0,shifting
saus1247,Sause,,-3.16632,139.627,sao,ID,True,,,3.0,shifting
leco1242,Leco,,-15.0092,-67.8818,lec,BO,True,,,6.0,extinct
adai1235,Adai,,31.6314,-92.0059,xad,US,True,,,6.0,extinct
mara1266,Maratino,,24.339089,-98.576661,,MX,True,,,6.0,extinct
mpur1239,Mpur,Papunesia,-0.7489,133.166,akc,ID,True,,,3.0,shifting
guri1248,Muno,,-3.5718,141.597,grx,PG,True,,,3.0,shifting
coah1252,Coahuilteco,,28.2589,-97.89,xcw,MX,True,,,6.0,extinct
mink1237,Minkin,,-17.736653,139.541931,xxm,AU,True,,,6.0,extinct
cuit1236,Cuitlatec,,18.1,-100.5,cuy,MX,True,,,6.0,extinct
guac1239,Guachi,,-19.5572257,-57.5663223,,BR,True,,,6.0,extinct
kibi1239,Kibiri,Papunesia,-7.45276,144.296,prm,PG,True,,,3.0,shifting
arut1244,Arutani,South America,4.0673594,-62.8676118,atx,BR;VE,True,,,5.0,nearly extinct
alse1251,Alsea-Yaquina,North America,44.408,-123.94,aes,US,True,,,6.0,extinct
siam1242,Siamou,Africa,10.998,-4.92143,sif,BF;CI;ML,True,,,1.0,not endangered
laal1242,Laal,Africa,10.0063,17.6143,gdm,TD,True,,,3.0,shifting
kari1254,Kariri,South America,-7.434628,-40.487275,,BR,True,,,6.0,extinct
paya1236,Payagua,,-20.212233,-58.158622,,PY,True,,,6.0,extinct
savo1255,Savosavo,,-9.12853,159.814,svs,SB,True,,,3.0,shifting
mass1263,Massep,,-1.74679,138.294,mvs,ID,True,,,4.0,moribund
kaki1249,Kaki Ae,,-7.9946,145.816,tbd,PG,True,,,3.0,shifting
puin1248,Puinave,,3.92974,-67.6886,pui,CO;VE,True,,,3.0,shifting
take1257,Takelma,,42.423,-123.452,tkm,US,True,,,6.0,extinct
tall1235,Tallán,South America,-5.330824,-80.651093,,PE,True,,,6.0,extinct
sand1273,Sandawe,,-5.26918,35.4808,sad,TZ,True,,,2.0,threatened
yele1255,Yele,Papunesia,-11.3796,154.127,yle,PG,True,,,3.0,shifting
taus1253,Taushiro,,-3.22497,-75.5603,trr,PE,True,,,5.0,nearly extinct
dama1272,Damal,Papunesia,-4.17345,137.496,uhn,ID,True,,,3.0,shifting
touo1238,Touo,,-8.58405,157.296,tqu,PG;SB,True,,,3.0,shifting
bira1253,Ongota,,5.29807,37.025,bxe,ET,True,,,5.0,nearly extinct
mola1238,Molale,,44.556,-122.857,mbe,US,True,,,6.0,extinct
cent2045,Jalaa,,9.59433,11.5853,cet,NG,True,,,6.0,extinct
hrus1242,Hruso,Eurasia,27.27,92.63,hru,IN,True,,,3.0,shifting
timu1245,Timucua,North America,30.3027,-82.3132,tjm,US,True,,,6.0,extinct
anem1249,Anem,Papunesia,-5.54836,148.993,anz,PG,True,,,3.0,shifting
hadz1240,Hadza,,-3.83115,35.0458,hts,TZ,True,,,3.0,shifting
shom1245,Shom Peng,,7.02099,93.8064,sii,IN,True,,,3.0,shifting
jira1235,Jirajaran,South America,10.57,-69.7,,VE,True,,,6.0,extinct
pume1238,Pumé,,7.10677,-67.5996,yae,CO;VE,True,,,3.0,shifting
zuni1245,Zuni,,35.0056,-108.782,zun,US,True,,,3.0,shifting
puqu1242,Puquina,,-15.8992,-69.9611,puq,BO,True,,,6.0,extinct
guat1253,Guató,,-17.8696,-57.2897,gta,BR,True,,,5.0,nearly extinct
sape1238,Sapé,,4.0735661,-62.9666521,spc,VE,True,,,6.0,extinct
waor1240,Waorani,,-1.12312,-76.683,auc,EC,True,,,3.0,shifting
mata1275,Matanawí,,-8.84331,-61.41594,,BR,True,,,6.0,extinct
vile1241,Vilela,,-24.9161,-62.52232,vil,AR,True,,,6.0,extinct
come1251,Comecrudan,North America,26.1333,-98.4667,xcm,MX,True,,,6.0,extinct
tana1288,Tanahmerah,,-2.5523,133.18,tcm,ID,True,,,3.0,shifting
wara1303,Warao,South America,7.50851,-59.3528,wba,GY;SR;VE,True,,,2.0,threatened
omur1241,Omurano,,-4.09028,-76.01,omu,PE,True,,,6.0,extinct
atac1235,Atacame,,0.834931,-79.778137,,EC,True,,,6.0,extinct
sali1253,Salinan,North America,36.18753,-121.05221,sln,US,True,,,6.0,extinct
bilu1245,Bilua,,-7.92388,156.663,blb,PG;SB,True,,,3.0,shifting
yama1264,Yámana,South America,-55.2748,-68.2648,yag,CL,True,,,6.0,extinct
tuni1252,Tunica,,30.9888,-92.5403,tun,US,True,,,6.0,extinct
etru1241,Etruscan,,41.9,12.4833,ett,IT,True,,,6.0,extinct
chit1248,Chitimacha,,30.3386,-90.9123,ctm,US,True,,,6.0,extinct
kehu1238,Kehu,,-3.19328,136.14,khh,ID,True,,,4.0,moribund
wiru1244,Wiru,,-6.35863,144.214,wiu,PG,True,,,2.0,threatened
kimk1238,Kimki,,-4.2742,140.884,sbt,ID,True,,,3.0,shifting
abun1252,Abun,Papunesia,-0.57073,132.416,kgr,ID,True,,,3.0,shifting
pira1253,Pirahã,South America,-6.77713,-61.8167,myp,BR,True,,,2.0,threatened
tabo1241,Tabo,Papunesia,-8.09387,143.305,knv,PG,True,,,3.0,shifting
umbu1235,Umbugarla,,-12.9325,131.825,umr,AU,True,,,6.0,extinct
cayu1241,Cayuse,,46.1136,-117.94,xcy,US,True,,,6.0,extinct
kara1497,Karami,,-7.13333,143.117,xar,PG,True,,,6.0,extinct
bang1363,Bangime,,14.8116,-3.77092,dba,ML,True,,,3.0,shifting
maku1246,Máku,,3.969231,-64.235892,xak,BR,True,,,6.0,extinct
rama1271,Ramanos,,-14.3019482,-67.3590894,,BO,True,,,6.0,extinct
xuku1239,Xukurú,South America,-8.6606156,-37.0869089,xoo,BR,True,,,6.0,extinct
mimi1240,Mimi-Gaudefroy,,13.827507,21.11324,,TD,True,,,6.0,extinct
anda1286,Andaqui,,2.74999,-76.0,ana,CO,True,,,6.0,extinct
boga1247,Bogaya,,-5.54487,142.255,boq,PG,True,,,3.0,shifting
wadj1254,Wadjiginy,Australia,-12.8596,130.737,wdj,AU,True,,,4.0,moribund
morb1239,Mor (Bomberai Peninsula),,-2.85747,132.845,moq,ID,True,,,4.0,moribund
burm1264,Burmeso,,-2.47582,138.203,bzu,ID,True,,,3.0,shifting
kusu1250,Kusunda,,28.33,82.6,kgg,NP,True,,,5.0,nearly extinct
klam1254,Klamath-Modoc,,42.5861,-121.704,kla,US,True,,,6.0,extinct
aika1237,Aikanã,South America,-12.6695,-60.5353,tba,BR,True,,,2.0,threatened
kuja1239,Kujarge,,11.7473,22.1956,vkj,TD,True,,,3.0,shifting
fuyu1242,Fuyug,Papunesia,-8.6371,147.312,fuy,PG,True,,,1.0,not endangered
kuot1243,Kuot,,-3.06952,151.537,kto,PG,True,,,3.0,shifting
kara1289,Karankawa,,28.9082,-96.4856,zkk,US,True,,,6.0,extinct
karo1304,Karuk,,41.8228,-123.315,kyh,US,True,,,4.0,moribund
guam1236,Guamo,South America,8.2351027,-67.4018753,,VE,True,,,6.0,extinct
kapo1250,Kapori,,-3.52696,139.766,khp,ID,True,,,2.0,threatened
pank1250,Pankararú,,-8.99999,-37.0167,paz,BR,True,,,6.0,extinct
taia1239,Taiap,,-4.05047,144.506,gpn,PG,True,,,4.0,moribund
tonk1249,Tonkawa,,30.25,-96.75,tqw,US,True,,,6.0,extinct
suar1238,Asabano,,-4.95072,141.978,seo,PG,True,,,3.0,shifting
muni1258,Muniche,,-5.7441796,-76.426712,myr,PE,True,,,6.0,extinct
chim1301,Chimariko,,41.0,-123.0,cid,US,True,,,6.0,extinct
yuch1247,Yuchi,,35.75,-86.75,yuc,US,True,,,5.0,nearly extinct
papi1255,Papi,,-4.4725,142.011,ppe,PG,True,,,4.0,moribund
kute1249,Kutenai,,48.7892,-115.065,kut,CA;US,True,,,5.0,nearly extinct
iber1250,Iberian,,40.624,0.212401,xib,ES,True,,,6.0,extinct
yuru1243,Yurumanguí,,3.436864,-76.522636,,CO,True,,,6.0,extinct
taru1236,Taruma,,1.666,-58.653,tdm,BR;GY,True,,,5.0,nearly extinct
otii1244,Oti,,-24.3153231,-50.5580261,oti,BR,True,,,6.0,extinct
yale1246,Yale,,-3.79762,141.566,nce,PG,True,,,3.0,shifting
cayu1262,Cayubaba,,-13.2482,-65.4822,cyb,BO,True,,,6.0,extinct
demm1245,Dem,,-3.72183,137.632,dem,ID,True,,,3.0,shifting
usku1243,Usku,,-3.63853,140.502,ulf,ID,True,,,3.0,shifting
iton1250,Itonama,,-12.80431,-64.35748,ito,BO,True,,,6.0,extinct
abis1238,Aewa,,-1.284096,-75.084405,ash,PE,True,,,6.0,extinct
pele1245,Pele-Ata,Papunesia,-5.58045,151.05,ata,PG,True,,,3.0,shifting
basq1248,Basque,Eurasia,43.2787,-1.31622,eus,ES;FR,True,,,2.0,threatened
wage1238,Wageman,,-13.8627,131.893,waq,AU,True,,,4.0,moribund
tamb1257,Tambora,,-8.25,118.0,xxt,ID,True,,,6.0,extinct
tini1245,Tinigua,South America,2.716,-73.768,tit,CO,True,,,5.0,nearly extinct
beot1247,Beothuk,,48.0,-57.0,bue,CA,True,,,6.0,extinct
duna1248,Duna,,-5.41439,142.475,duc,PG,True,,,1.0,not endangered
elam1244,Elamite,,31.1833,48.2333,elx,IR,True,,,6.0,extinct
bert1248,Berta,Africa,10.6474,34.7042,wti,ET;SD,True,,,3.0,shifting
kunz1244,Kunza,,-23.0,-69.0,kuz,CL,True,,,6.0,extinct
movi1243,Movima,,-13.8115,-65.6348,mzp,BO,True,,,3.0,shifting
nara1262,Nara,Africa,15.3251,37.499,nrb,ER,True,,,2.0,threatened
fuln1247,Fulniô,South America,-9.02591,-37.1402,fun,BR,True,,,3.0,shifting
mato1253,Mato Grosso Arára,,-9.172609,-60.628867,axg,BR,True,,,6.0,extinct
kano1245,Kanoê,,-12.1789,-64.5812,kxo,BR,True,,,5.0,nearly extinct
coto1248,Cotoname,,25.9116,-97.3956,xcn,MX,True,,,6.0,extinct
paez1247,Páez,South America,2.61516,-76.31254,pbb,CO,True,,,2.0,threatened
seri1257,Seri,,28.9877,-112.384,sei,MX,True,,,3.0,shifting
molo1262,Molof,,-3.41946,140.557,msl,ID,True,,,3.0,shifting
kolp1236,Kol (Papua New Guinea),Papunesia,-5.21042,151.583,kol,PG,True,,,3.0,shifting
urar1246,Urarina,,-4.44006,-75.4211,ura,PE,True,,,3.0,shifting
esse1238,Esselen,,36.5473,-121.867,esq,US,True,,,6.0,extinct
abin1243,Abinomn,,-2.92281,138.891,bsa,ID,True,,,5.0,nearly extinct
timo1237,Timote-Cuica,South America,8.848165,-70.975342,,VE,True,,,6.0,extinct
hatt1246,Hattic,,40.4,34.6,xht,TR,True,,,6.0,extinct
iran1263,Irántxe-Münkü,South America,-12.7178,-57.9806,irn,BR,True,,,4.0,moribund
cull1235,Culli,,-7.878618,-78.116456,,PE,True,,,6.0,extinct
trum1247,Trumai,,-11.8119,-53.5717,tpy,BR,True,,,5.0,nearly extinct
shab1252,Shabo,,7.64407,35.223,sbf,ET,True,,,4.0,moribund
yana1271,Yana,North America,39.2769,-121.608,ynn,US,True,,,6.0,extinct
odia1239,Odiai,,-3.82276,141.336,bhf,PG,True,,,3.0,shifting
chon1248,Chono,,-44.298692,-73.879395,,CL,True,,,6.0,extinct
sius1254,Siuslaw,,42.5111,-124.379,sis,US,True,,,6.0,extinct
pura1257,Purari,Papunesia,-7.59133,145.036,iar,PG,True,,,3.0,shifting
mure1235,Mure,,-13.636709,-62.2020909,,BO,True,,,6.0,extinct
niha1238,Nihali,,21.1886,76.3318,nll,IN,True,,,3.0,shifting
guai1237,Guaicurian,,24.1666666667,-110.3,,MX,True,,,6.0,extinct
mawe1251,Mawes,,-2.36944,139.752,mgk,ID,True,,,3.0,shifting
yuwa1244,Hoti,,5.63879,-65.4267,yau,VE,True,,,3.0,shifting
gaga1251,Gaagudju,,-12.5176,132.643,gbu,AU,True,,,6.0,extinct
mero1237,Meroitic,,16.9333,33.7333,xmr,SD,True,,,6.0,extinct
lara1258,Laragia,,-12.4111,130.922,lrg,AU,True,,,5.0,nearly extinct
yera1243,Yerakai,,-4.28828,142.947,yra,PG,True,,,3.0,shifting
gule1241,Gule,,11.8336,33.6929,gly,SD,True,,,6.0,extinct
pawa1255,Pawaia,Papunesia,-6.88021,145.081,pwa,PG,True,,,3.0,shifting
natc1249,Natchez,,31.75,-91.33,ncz,US,True,,,6.0,extinct
moro1289,Marori,,-8.5692,140.688,mok,ID,True,,,3.0,shifting
ubyk1235,Ubykh,Eurasia,43.67,39.67,uby,TR,False,abkh1242,Abkhaz-Adyge,6.0,extinct
maja1242,Majang,Africa,7.71,34.97,mpe,ET,False,surm1244,Surmic,1.0,not endangered
mara1396,Mararit,Africa,14.087,21.6408,mgb,TD,False,tama1329,Tamaic,1.0,not endangered
lila1246,Lilau,Papunesia,-4.35479,144.99,lll,PG,False,monu1249,Bogia,3.0,shifting
nucl1458,Monumbo,Papunesia,-4.2717,144.95,mxk,PG,False,monu1249,Bogia,3.0,shifting
dadi1250,Dadibi,Papunesia,-6.65765,144.511,mps,PG,False,tebe1251,Teberan,1.0,not endangered
folo1238,Folopa,Papunesia,-6.86321,144.458,ppo,PG,False,tebe1251,Teberan,1.0,not endangered
sali1298,Sáliba,South America,5.30115,-69.3843,slc,CO;VE,False,sali1297,Saliban,5.0,nearly extinct
chol1284,Cholón,South America,-9.23129,-75.9621,cht,PE,False,hibi1242,Hibito-Cholon,6.0,extinct
hibi1243,Hibito,South America,-6.58333,-77.7,hib,PE,False,hibi1242,Hibito-Cholon,6.0,extinct
wabo1241,Waboda,Papunesia,-8.41651,143.501,kmx,PG,False,kiwa1251,Kiwaian,1.0,not endangered
sout2949,Southern Kiwai,Papunesia,-8.64889,143.244,kjd,PG,False,kiwa1251,Kiwaian,1.0,not endangered
bamu1257,Bamu,Papunesia,-7.93818,143.545,bcf,PG,False,kiwa1251,Kiwaian,1.0,not endangered
nort2930,Northeast Kiwai,Papunesia,-7.39215,144.667,kiw,PG,False,kiwa1251,Kiwaian,1.0,not endangered
idii1243,Idi-Taeme,Papunesia,-8.75976,142.301,idi,PG,False,paho1240,Pahoturi,1.0,not endangered
agob1244,Agob-Ende-Kawam,Papunesia,-9.08521,142.532,kit,PG,False,paho1240,Pahoturi,1.0,not endangered
arua1263,Arawá (Amazonas State),South America,-5.5,-67.98,aru,BR,False,araw1282,Arawan,6.0,extinct
suru1263,Suruahá,South America,-6.82525,-66.3146,swx,BR,False,araw1282,Arawan,3.0,shifting
paum1247,Paumari,South America,-5.78403,-64.2803,pad,BR,False,araw1282,Arawan,3.0,shifting
turu1250,Turumsa,Papunesia,-7.93238,142.568,tqm,PG,False,doso1238,Doso-Turumsa,5.0,nearly extinct
doso1239,Doso,Papunesia,-7.85806,142.656,dol,PG,False,doso1238,Doso-Turumsa,2.0,threatened
milu1241,Miluk,North America,43.3215,-124.258,iml,US,False,coos1248,Coosan,6.0,extinct
coos1249,Hanis,North America,43.4413,-124.16,csz,US,False,coos1248,Coosan,6.0,extinct
chip1262,Chipaya,South America,-18.73951,-67.89633,cap,BO,False,uruc1242,Uru-Chipaya,3.0,shifting
uruu1244,Uru,South America,-16.72547,-68.97119,ure,BO,False,uruc1242,Uru-Chipaya,6.0,extinct
mani1235,Sougb,Papunesia,-1.49611,133.95,mnx,ID,False,east1459,East Bird's Head,2.0,threatened
nisa1239,Nisa-Anasi,Papunesia,-1.95386,137.6,njs,ID,False,geel1240,Geelvink Bay,2.0,threatened
tefa1238,Tefaro,Papunesia,-2.35042,136.753,tfo,ID,False,geel1240,Geelvink Bay,3.0,shifting
demi1242,Demisa,Papunesia,-2.54564,136.694,dei,ID,False,geel1240,Geelvink Bay,3.0,shifting
wori1246,Woria,Papunesia,-2.37997,136.519,wor,ID,False,geel1240,Geelvink Bay,5.0,nearly extinct
bauz1241,Bauzi,Papunesia,-2.44717,137.629,bvz,ID,False,geel1240,Geelvink Bay,1.0,not endangered
mang1382,Mangerr,Australia,-12.2391,132.973,zme,AU,False,giim1238,Giimbiyu,6.0,extinct
agua1253,Aguaruna,South America,-5.30044,-77.9218,agr,PE,False,jiva1245,Chicham,2.0,threatened
mans1260,Mansim,Papunesia,-0.915054,134.011116,,ID,False,hata1242,Hatam-Mansim,4.0,moribund
hata1243,Hatam,Papunesia,-1.13531,134.037,had,ID,False,hata1242,Hatam-Mansim,2.0,threatened
keig1242,Keiga,Africa,11.2064,29.3889,kec,SD,False,kadu1256,Kadugli-Krongo,3.0,shifting
dime1235,Dime,Africa,6.20951,36.3329,dim,ET,False,sout2845,South Omotic,3.0,shifting
kita1247,Kitan,Eurasia,44.3773,115.986,zkt,CN,False,mong1349,Mongolic-Khitan,6.0,extinct
mang1381,Mangarrayi,Australia,-14.8,133.5,mpc,AU,False,mang1423,Mangarrayi-Maran,5.0,nearly extinct
wany1247,Wanyi,Australia,-18.6529,137.608,wny,AU,False,garr1260,Garrwan,6.0,extinct
gara1269,Garrwa,Australia,-17.4504,137.72014,wrk,AU,False,garr1260,Garrwan,4.0,moribund
nucl1633,Nimboran,Papunesia,-2.5803,140.179,nir,ID,False,nimb1257,Nimboranic,4.0,moribund
yuki1243,Northern Yukian,North America,39.8389,-123.296,yuk,US,False,yuki1242,Yuki-Wappo,6.0,extinct
wapp1239,Wappo,North America,38.25,-122.5,wao,US,False,yuki1242,Yuki-Wappo,6.0,extinct
hurr1240,Hurrian,Eurasia,40.7339,43.3154,xhu,TR,False,hurr1239,Hurro-Urartian,6.0,extinct
urar1245,Urartian,Eurasia,38.5,43.3425,xur,AM,False,hurr1239,Hurro-Urartian,6.0,extinct
nort2967,Northeastern Russian River Pomo,North America,39.2894,-122.509,pef,US,False,pomo1273,Pomoan,6.0,extinct
sout2982,Southeastern Pomo,North America,38.9354,-122.599,pom,US,False,pomo1273,Pomoan,6.0,extinct
tima1241,Tima,Africa,11.7176,29.1632,tms,SD,False,katl1246,Katla-Tima,3.0,shifting
woun1238,Woun Meu,South America,8.5,-78.0,noa,CO;PA,False,choc1280,Chocoan,3.0,shifting
atoh1238,Atohwaim,Papunesia,-6.27123,138.666,aqm,ID,False,kaya1327,Kayagaric,2.0,threatened
gong1251,Gongduk,Eurasia,27.066,91.1686,goe,BT,False,sino1245,Sino-Tibetan,3.0,shifting
olek1239,Olekha,Eurasia,27.2079,90.5546,ole,BT,False,sino1245,Sino-Tibetan,5.0,nearly extinct
yaha1248,Yahadian,Papunesia,-1.94317,132.096,ner,ID,False,kond1302,Konda-Yahadian,2.0,threatened
kond1303,Yaben (Konda),Papunesia,-1.82635,132.06,knd,ID,False,kond1302,Konda-Yahadian,2.0,threatened
onge1236,Önge,Eurasia,10.6926,92.4707,oon,IN,False,jara1244,Jarawa-Onge,3.0,shifting
jara1245,Jarawa (India),Eurasia,11.6089,92.658,anq,IN,False,jara1244,Jarawa-Onge,2.0,threatened
west2631,Western Highland Purepecha,North America,19.5392,-102.154,pua,MX;US,False,tara1323,Tarascan,3.0,shifting
pure1242,Purepecha,North America,19.2467,-101.631,tsz,MX;US,False,tara1323,Tarascan,3.0,shifting
orya1242,Orya,Papunesia,-2.76483,139.89,ury,ID,False,toro1256,Tor-Orya,2.0,threatened
pech1241,Pech,North America,15.8033,-85.558,pay,HN,False,chib1249,Chibchan,4.0,moribund
kamu1260,Kamula,Papunesia,-7.28798,142.639,xla,PG,False,kamu1264,Kamula-Elevala,3.0,shifting
kono1241,Konomihu,North America,41.263356,-123.310776,,US,False,shas1238,Shastan,6.0,extinct
kana1291,Katukína-Kanamarí,South America,-6.45399,-68.7678,knm,BR,False,katu1274,Katukinan,3.0,shifting
kata1270,Katawixi,South America,-7.25015,-64.8319,xat,BR,False,katu1274,Katukinan,6.0,extinct
west2632,Western Keres,North America,34.9733,-107.517,kjq,US,False,kere1287,Keresan,3.0,shifting
east1472,Eastern Keres,North America,35.5216,-106.453,kee,US,False,kere1287,Keresan,3.0,shifting
tlin1245,Tlingit,North America,59.4447,-135.29,tli,CA;US,False,atha1245,Athabaskan-Eyak-Tlingit,5.0,nearly extinct
ajas1235,Aja (South Sudan),Africa,8.58003,25.6122,aja,SD;SS,False,kres1240,Kresh-Aja,3.0,shifting
ofay1240,Ofayé,South America,-22.278,-53.7227,opy,BR,False,nucl1710,Nuclear-Macro-Je,4.0,moribund
kara1500,Karajá,South America,-11.1881,-50.3492,kpj,BR,False,nucl1710,Nuclear-Macro-Je,3.0,shifting
rikb1245,Rikbaktsa,South America,-11.1887,-58.1942,rkb,BR,False,nucl1710,Nuclear-Macro-Je,3.0,shifting
patw1250,Patwin,North America,39.2143,-122.0094,pwi,US,False,wint1258,Wintuan,6.0,extinct
wint1259,Wintu,North America,39.7176,-122.445,wit,US,False,wint1258,Wintuan,6.0,extinct
womp1235,Wom (Papua New Guinea),Papunesia,-3.5332,142.87,wmo,PG,False,nucl1708,Nuclear Torricelli,3.0,shifting
urim1252,Urim,Papunesia,-3.58018,142.653,uri,PG,False,nucl1708,Nuclear Torricelli,3.0,shifting
beli1258,Beli (Papua New Guinea),Papunesia,-3.67881,142.34,bey,PG,False,nucl1708,Nuclear Torricelli,2.0,threatened
laek1243,Laeko-Libuat,Papunesia,-3.69618,142.237,lkl,PG,False,nucl1708,Nuclear Torricelli,3.0,shifting
bayo1260,Bayono,Papunesia,-5.21728,139.617,byl,ID,False,bayo1259,Bayono-Awbono,2.0,threatened
awbo1238,Awbono,Papunesia,-5.05875,139.724,awh,ID,False,bayo1259,Bayono-Awbono,2.0,threatened
paya1237,Payaya,North America,,,,US,False,uncl1493,Unclassifiable,6.0,extinct
kari1255,Karirí-Xocó,South America,-9.84999,-36.3333,kzw,BR,False,uncl1493,Unclassifiable,6.0,extinct
kapi1248,Kapinawá,South America,-8.49999,-38.3333,xpn,BR,False,uncl1493,Unclassifiable,6.0,extinct
tanp1235,Tanpachoa,North America,31.75917,-106.48861,,MX,False,uncl1493,Unclassifiable,,
mehe1242,Meherrin,North America,36.66342,-77.57783,,US,False,uncl1493,Unclassifiable,6.0,extinct
imba1237,Imbabura,South America,,,,EC,False,uncl1493,Unclassifiable,6.0,extinct
pola1249,Polari,Eurasia,51.7866,-1.39091,pld,GB,False,uncl1493,Unclassifiable,6.0,extinct
trav1235,Traveller Scottish,Eurasia,55.9829,-4.38593,trl,AU;GB;US,False,uncl1493,Unclassifiable,2.0,threatened
guac1240,Guachipas,South America,,,,AR,False,uncl1493,Unclassifiable,6.0,extinct
sanf1266,San Francisco Solano,North America,,,xso,MX,False,uncl1493,Unclassifiable,6.0,extinct
kamb1239,Kambiwá,South America,-8.6093993,-36.5993292,xbw,BR,False,uncl1493,Unclassifiable,6.0,extinct
envu1234,Envuelto,South America,-0.0355621,-70.944973,,CO,False,uncl1493,Unclassifiable,6.0,extinct
bida1238,Bidai,North America,,,,US,False,uncl1493,Unclassifiable,6.0,extinct
bazi1237,Bazigar,Eurasia,25.2977,77.2213,bfr,IN,False,uncl1493,Unclassifiable,3.0,shifting
xion1234,Xiong-Nu,Eurasia,44.61,103.39,,MN,False,uncl1493,Unclassifiable,6.0,extinct
calc1235,Calchaqui,South America,,,,AR,False,uncl1493,Unclassifiable,6.0,extinct
ambe1246,Ambermo,Papunesia,-1.763355,137.903651,,ID,False,uncl1493,Unclassifiable,,
cabi1242,Cabixi-Natterer,South America,,,,BR,False,uncl1493,Unclassifiable,6.0,extinct
quer1237,Querandi,South America,,,,UY,False,uncl1493,Unclassifiable,6.0,extinct
mali1242,Malibu,South America,,,,CO,False,uncl1493,Unclassifiable,6.0,extinct
bagu1249,Bagua,South America,,,,BR,False,uncl1493,Unclassifiable,6.0,extinct
calu1239,Calusa,North America,,,,US,False,uncl1493,Unclassifiable,6.0,extinct
sica1234,Sicana,Eurasia,37.53147,13.51352,sxc,IT,False,uncl1493,Unclassifiable,6.0,extinct
conc1237,Concho,North America,,,,MX,False,uncl1493,Unclassifiable,6.0,extinct
elym1237,Elymian,Eurasia,37.94139,12.83222,xly,IT,False,uncl1493,Unclassifiable,6.0,extinct
kant1247,Kantarure,South America,,,,BR,False,uncl1493,Unclassifiable,6.0,extinct
muzo1235,Muzo,South America,,,,CO,False,uncl1493,Unclassifiable,6.0,extinct
puru1267,Puruguay,South America,,,,EC,False,uncl1493,Unclassifiable,6.0,extinct
lemn1237,Lemnian,Eurasia,,,xle,GR,False,uncl1493,Unclassifiable,6.0,extinct
dima1246,Dima-Bottego,Africa,,,,ET,False,uncl1493,Unclassifiable,,
hait1241,Haitian Vodoun Culture Language,North America,18.911,-72.394,hvc,HT,False,uncl1493,Unclassifiable,6.0,extinct
komt1237,Komta,Africa,,,,NG,False,uncl1493,Unclassifiable,,
paek1234,Paekche,Eurasia,,,pkc,KR,False,uncl1493,Unclassifiable,6.0,extinct
unai1234,Unainuman,South America,-2.99955208,-69.2247924,,BR,False,uncl1493,Unclassifiable,6.0,extinct
